,WorldRank,Institution,Country,Nationa Rank,Total Score,Score Q1,Score CNCI,Score IC,Score TOP,Score Award,Subject,Year
42,43,Xi'an Jiaotong University,../China,10,150.7,25.1,68.1,57.9,46.0,NA,Aerospace Engineering,2020
43,44,York University,../Canada,3,150.3,27.2,94.0,85.2,12.1,NA,Aerospace Engineering,2020
44,45,Tohoku University,../Japan,2,149.9,18.2,71.0,69.1,46.8,NA,Aerospace Engineering,2020
45,46,National University of Singapore,../Singapore,2,149.7,21.1,74.1,86.2,37.2,NA,Aerospace Engineering,2020
46,47,Johns Hopkins University,../UnitedStates,16,148.9,26.5,81.3,64.3,28.3,NA,Aerospace Engineering,2020
47,48,Polytechnic University of Turin,../Italy,4,148.3,31.3,63.0,64.7,41.0,NA,Aerospace Engineering,2020
48,49,The University of Glasgow,../UnitedKingdom,6,145.7,26.5,66.0,79.8,37.2,NA,Aerospace Engineering,2020
49,50,University of Surrey,../UnitedKingdom,7,144.7,27.9,68.8,69.5,34.2,NA,Aerospace Engineering,2020
0,1,Shanghai Jiao Tong University,../China,1,286.8,100.0,74.1,63.7,100.0,NA,Marine/Ocean Engineering,2020
1,2,Dalian University of Technology,../China,2,249.1,79.7,66.9,60.7,90.5,NA,Marine/Ocean Engineering,2020
2,3,Harbin Engineering University,../China,3,244.3,76.2,80.8,54.7,76.3,NA,Marine/Ocean Engineering,2020
3,4,Norwegian University of Science and Technology - NTNU,../Norway,1,244.0,81.0,73.1,62.3,77.5,NA,Marine/Ocean Engineering,2020
4,5,The University of Western Australia,../Australia,1,221.5,59.0,74.9,87.2,70.1,NA,Marine/Ocean Engineering,2020
5,6,University of Lisbon,../Portugal,1,217.1,69.7,81.6,68.1,52.2,NA,Marine/Ocean Engineering,2020
6,7,Tianjin University,../China,4,210.8,55.0,72.5,53.1,72.6,NA,Marine/Ocean Engineering,2020
7,8,Griffith University,../Australia,2,203.8,38.1,99.0,100.0,46.7,NA,Marine/Ocean Engineering,2020
8,9,University of Strathclyde,../UnitedKingdom,1,199.1,69.7,86.2,81.3,27.0,NA,Marine/Ocean Engineering,2020
9,10,Zhejiang University,../China,5,194.4,64.7,68.2,55.1,50.5,NA,Marine/Ocean Engineering,2020
10,11,University of Plymouth,../UnitedKingdom,2,193.5,46.0,100.0,86.6,30.2,NA,Marine/Ocean Engineering,2020
11,12,Delft University of Technology,../Netherlands,1,190.9,67.6,81.0,77.2,27.0,NA,Marine/Ocean Engineering,2020
12,13,National University of Singapore,../Singapore,1,190.0,55.4,74.1,89.3,42.6,NA,Marine/Ocean Engineering,2020
13,14,Hohai University,../China,6,181.3,48.6,69.6,72.4,48.6,NA,Marine/Ocean Engineering,2020
14,14,Jiangsu University of Science and Technology,../China,6,181.3,46.9,81.0,75.9,38.1,NA,Marine/Ocean Engineering,2020
15,16,Ocean University of China,../China,8,179.9,56.2,71.6,58.8,40.5,NA,Marine/Ocean Engineering,2020
16,17,Newcastle University,../UnitedKingdom,3,177.3,48.2,74.9,92.6,35.7,NA,Marine/Ocean Engineering,2020
17,18,University College London,../UnitedKingdom,4,175.7,52.7,77.9,90.3,27.0,NA,Marine/Ocean Engineering,2020
18,19,Federal University of Rio de Janeiro,../Brazil,1,174.9,40.2,68.6,69.0,52.2,NA,Marine/Ocean Engineering,2020
19,20,Wuhan University of Technology,../China,9,174.3,53.5,75.8,74.0,30.2,NA,Marine/Ocean Engineering,2020
20,21,Dalian Maritime University,../China,10,174.1,40.7,88.1,35.4,38.1,NA,Marine/Ocean Engineering,2020
21,22,University of Southampton,../UnitedKingdom,5,168.3,49.1,72.2,84.2,30.2,NA,Marine/Ocean Engineering,2020
22,23,Nanyang Technological University,../Singapore,2,167.4,39.7,73.5,92.6,35.7,NA,Marine/Ocean Engineering,2020
23,23,University of Tasmania,../Australia,3,167.4,45.1,71.0,77.8,35.7,NA,Marine/Ocean Engineering,2020
24,25,China University of Petroleum - Beijing,../China,11,164.7,35.9,65.8,53.9,52.2,NA,Marine/Ocean Engineering,2020
25,26,Indian Institute of Technology Kharagpur,../India,1,163.0,35.3,65.7,48.9,52.2,NA,Marine/Ocean Engineering,2020
26,26,University of Genoa,../Italy,1,163.0,32.8,80.2,47.5,40.5,NA,Marine/Ocean Engineering,2020
27,28,Seoul National University,../SouthKorea,1,162.1,51.1,59.1,46.5,42.6,NA,Marine/Ocean Engineering,2020
28,29,Technical University of Denmark,../Denmark,1,161.0,44.2,72.7,70.1,30.2,NA,Marine/Ocean Engineering,2020
29,30,Huazhong University of Science and Technology,../China,12,160.1,47.8,88.4,52.1,13.5,NA,Marine/Ocean Engineering,2020
30,31,Northwestern Polytechnical University,../China,13,156.4,32.8,82.8,68.9,27.0,NA,Marine/Ocean Engineering,2020
31,32,National Technical University of Athens,../Greece,1,153.3,37.6,68.2,59.1,35.7,NA,Marine/Ocean Engineering,2020
32,33,The University of Edinburgh,../UnitedKingdom,6,152.0,42.7,70.0,79.1,23.4,NA,Marine/Ocean Engineering,2020
33,34,Istanbul Technical University,../Turkey,1,151.7,43.7,69.2,58.9,27.0,NA,Marine/Ocean Engineering,2020
34,35,Aalto University,../Finland,1,151.4,35.3,80.7,81.8,19.1,NA,Marine/Ocean Engineering,2020
35,36,Memorial University of Newfoundland,../Canada,1,149.9,40.7,66.4,63.1,30.2,NA,Marine/Ocean Engineering,2020
36,37,The University of New South Wales,../Australia,4,148.3,41.7,88.9,88.6,0,NA,Marine/Ocean Engineering,2020
37,38,The University of Tokyo,../Japan,1,147.4,39.2,70.7,70.9,23.4,NA,Marine/Ocean Engineering,2020
38,39,Pusan National University,../SouthKorea,2,146.4,44.2,63.4,77.4,23.4,NA,Marine/Ocean Engineering,2020
39,40,University of Michigan-Ann Arbor,../UnitedStates,1,144.1,42.7,69.0,66.3,19.1,NA,Marine/Ocean Engineering,2020
40,41,Indian Institute of Technology Madras,../India,2,143.1,33.5,63.6,52.0,35.7,NA,Marine/Ocean Engineering,2020
41,42,Tongji University,../China,14,141.9,34.1,66.8,70.3,27.0,NA,Marine/Ocean Engineering,2020
42,43,Texas A&M University,../UnitedStates,2,139.8,35.9,67.4,65.9,23.4,NA,Marine/Ocean Engineering,2020
43,44,Amirkabir University of Technology,../Iran,1,139.1,20.4,65.2,43.7,44.7,NA,Marine/Ocean Engineering,2020
44,45,Chalmers University of Technology,../Sweden,1,138.9,32.8,66.1,64.7,27.0,NA,Marine/Ocean Engineering,2020
45,45,Shanghai Maritime University,../China,15,138.9,31.6,79.0,74.2,13.5,NA,Marine/Ocean Engineering,2020
46,47,"University of California, San Diego",../UnitedStates,3,137.2,44.2,82.2,54.2,0,NA,Marine/Ocean Engineering,2020
47,48,Massachusetts Institute of Technology (MIT),../UnitedStates,4,136.9,33.5,69.6,73.7,19.1,NA,Marine/Ocean Engineering,2020
48,49,Wuhan University,../China,16,135.3,37.6,71.7,62.6,13.5,NA,Marine/Ocean Engineering,2020
49,50,Osaka University,../Japan,2,134.6,34.1,67.7,68.9,19.1,NA,Marine/Ocean Engineering,2020
0,1,Beijing Jiaotong University,../China,1,291.9,100.0,76.8,75.4,NA,NA,Transportation Science & Technology,2020
1,2,Tsinghua University,../China,2,290.1,94.2,86.6,75.9,NA,NA,Transportation Science & Technology,2020
2,3,Southeast University,../China,3,278.6,92.4,78.0,78.9,NA,NA,Transportation Science & Technology,2020
3,4,Delft University of Technology,../Netherlands,1,259.2,86.3,71.9,73.9,NA,NA,Transportation Science & Technology,2020
4,5,Tongji University,../China,4,245.9,79.7,70.9,78.4,NA,NA,Transportation Science & Technology,2020
5,6,Shanghai Jiao Tong University,../China,5,242.7,76.7,74.8,72.6,NA,NA,Transportation Science & Technology,2020
6,7,The Hong Kong Polytechnic University,../China-HongKong,1,239.9,75.6,73.1,78.5,NA,NA,Transportation Science & Technology,2020
7,8,Beihang University,../China,6,239.1,67.2,90.7,69.7,NA,NA,Transportation Science & Technology,2020
8,9,Xidian University,../China,7,238.2,68.4,86.1,76.1,NA,NA,Transportation Science & Technology,2020
9,10,Nanyang Technological University,../Singapore,1,236.9,69.6,80.2,86.6,NA,NA,Transportation Science & Technology,2020
10,11,Massachusetts Institute of Technology (MIT),../UnitedStates,1,233.6,69.9,78.4,77.1,NA,NA,Transportation Science & Technology,2020
11,12,University of British Columbia,../Canada,1,232.5,68.7,78.6,83.1,NA,NA,Transportation Science & Technology,2020
12,13,University of Waterloo,../Canada,2,232.4,66.7,82.2,83.6,NA,NA,Transportation Science & Technology,2020
13,14,National University of Singapore,../Singapore,2,231.6,67.2,80.2,85.1,NA,NA,Transportation Science & Technology,2020
14,15,University of Leeds,../UnitedKingdom,1,230.4,69.2,77.0,75.1,NA,NA,Transportation Science & Technology,2020
15,16,University of Sydney,../Australia,1,229.8,72.5,70.0,74.5,NA,NA,Transportation Science & Technology,2020
16,17,The Hong Kong University of Science and Technology,../China-HongKong,2,227.6,65.7,80.7,77.2,NA,NA,Transportation Science & Technology,2020
17,18,"University of California, Berkeley",../UnitedStates,2,227.2,69.9,73.0,72.1,NA,NA,Transportation Science & Technology,2020
18,19,Beijing University of Posts and Telecommunications,../China,8,226.1,59.1,91.1,84.1,NA,NA,Transportation Science & Technology,2020
19,20,University of Electronic Science and Technology of China,../China,9,220.9,59.3,85.9,81.6,NA,NA,Transportation Science & Technology,2020
20,21,University of Southampton,../UnitedKingdom,2,214.4,63.1,72.2,79.9,NA,NA,Transportation Science & Technology,2020
21,22,Dalian University of Technology,../China,10,213.2,56.2,86.4,72.3,NA,NA,Transportation Science & Technology,2020
22,23,The University of Hong Kong,../China-HongKong,3,213.0,60.5,80.1,60.3,NA,NA,Transportation Science & Technology,2020
23,24,KTH Royal Institute of Technology,../Sweden,1,212.9,63.7,70.2,77.0,NA,NA,Transportation Science & Technology,2020
24,25,Zhejiang University,../China,11,212.6,58.5,79.2,82.0,NA,NA,Transportation Science & Technology,2020
25,26,Southwest Jiaotong University,../China,12,210.6,61.0,74.0,72.8,NA,NA,Transportation Science & Technology,2020
26,27,The University of Texas at Austin,../UnitedStates,3,210.5,57.9,81.1,67.4,NA,NA,Transportation Science & Technology,2020
27,28,University of Michigan-Ann Arbor,../UnitedStates,4,208.7,59.1,77.5,65.0,NA,NA,Transportation Science & Technology,2020
28,29,University of Central Florida,../UnitedStates,5,207.6,51.6,91.1,67.2,NA,NA,Transportation Science & Technology,2020
29,30,University of Montreal,../Canada,3,207.5,58.8,74.6,76.9,NA,NA,Transportation Science & Technology,2020
30,31,Georgia Institute of Technology,../UnitedStates,6,206.3,61.3,69.7,70.7,NA,NA,Transportation Science & Technology,2020
31,31,Huazhong University of Science and Technology,../China,13,206.3,53.8,82.6,81.1,NA,NA,Transportation Science & Technology,2020
32,33,University of Science and Technology of China,../China,14,204.8,47.2,96.1,71.9,NA,NA,Transportation Science & Technology,2020
33,34,Beijing Institute of Technology,../China,15,204.7,50.6,88.3,76.2,NA,NA,Transportation Science & Technology,2020
34,35,Peking University,../China,16,202.6,43.5,100.0,77.6,NA,NA,Transportation Science & Technology,2020
35,36,Lancaster University,../UnitedKingdom,3,201.5,42.7,100.0,79.9,NA,NA,Transportation Science & Technology,2020
36,37,Nanjing University of Posts and Telecommunications,../China,17,200.5,42.0,100.0,83.1,NA,NA,Transportation Science & Technology,2020
37,38,Harbin Institute of Technology,../China,18,200.2,53.1,78.3,78.1,NA,NA,Transportation Science & Technology,2020
38,39,"University of Maryland, College Park",../UnitedStates,7,199.5,60.5,66.0,63.0,NA,NA,Transportation Science & Technology,2020
39,40,Shenzhen University,../China,19,199.3,46.1,92.2,74.4,NA,NA,Transportation Science & Technology,2020
40,41,Sun Yat-sen University,../China,20,198.5,49.6,85.6,68.7,NA,NA,Transportation Science & Technology,2020
41,42,Chalmers University of Technology,../Sweden,2,198.1,53.8,76.2,72.1,NA,NA,Transportation Science & Technology,2020
42,43,Carleton University,../Canada,4,197.9,42.0,96.5,87.6,NA,NA,Transportation Science & Technology,2020
43,44,Purdue University - West Lafayette,../UnitedStates,8,197.0,59.3,66.7,57.8,NA,NA,Transportation Science & Technology,2020
44,45,University College London,../UnitedKingdom,4,195.2,56.8,67.9,68.6,NA,NA,Transportation Science & Technology,2020
45,46,Technical University of Denmark,../Denmark,1,193.7,50.9,76.3,77.9,NA,NA,Transportation Science & Technology,2020
46,46,The University of New South Wales,../Australia,2,193.7,58.5,62.7,70.0,NA,NA,Transportation Science & Technology,2020
47,48,ETH Zurich,../Switzerland,1,193.4,49.9,77.1,82.4,NA,NA,Transportation Science & Technology,2020
48,49,Chongqing University,../China,21,192.6,38.2,100.0,80.6,NA,NA,Transportation Science & Technology,2020
49,50,Queensland University of Technology,../Australia,3,191.5,52.8,71.6,71.3,NA,NA,Transportation Science & Technology,2020
50,51-75,Arizona State University,../UnitedStates,9-15,,49.6,71.8,64.6,NA,NA,Transportation Science & Technology,2020
51,51-75,Carnegie Mellon University,../UnitedStates,9-15,,42.7,84.5,64.2,NA,NA,Transportation Science & Technology,2020
52,51-75,Central South University,../China,22-26,,45.0,87.1,67.2,NA,NA,Transportation Science & Technology,2020
53,51-75,City University of Hong Kong,../China-HongKong,4,,47.9,70.6,68.8,NA,NA,Transportation Science & Technology,2020
54,51-75,Eindhoven University of Technology,../Netherlands,2,,51.2,69.4,69.2,NA,NA,Transportation Science & Technology,2020
55,51-75,Imperial College London,../UnitedKingdom,5,,48.2,63.0,81.8,NA,NA,Transportation Science & Technology,2020
56,51-75,Korea Advanced Institute of Science and Technology,../SouthKorea,1,,53.5,67.1,51.7,NA,NA,Transportation Science & Technology,2020
57,51-75,McGill University,../Canada,5-8,,50.2,75.3,66.1,NA,NA,Transportation Science & Technology,2020
58,51-75,McMaster University,../Canada,5-8,,42.4,80.1,69.8,NA,NA,Transportation Science & Technology,2020
59,51-75,Monash University,../Australia,4-6,,53.1,64.6,71.6,NA,NA,Transportation Science & Technology,2020
60,51-75,Nanjing University,../China,22-26,,38.7,82.3,87.7,NA,NA,Transportation Science & Technology,2020
61,51-75,Northwestern Polytechnical University,../China,22-26,,36.5,96.8,84.1,NA,NA,Transportation Science & Technology,2020
62,51-75,Shandong University,../China,22-26,,31.0,100.0,74.4,NA,NA,Transportation Science & Technology,2020
63,51-75,Swiss Federal Institute of Technology Lausanne,../Switzerland,2,,43.1,87.0,82.2,NA,NA,Transportation Science & Technology,2020
64,51-75,The Australian National University,../Australia,4-6,,37.4,86.2,83.5,NA,NA,Transportation Science & Technology,2020
65,51-75,"University at Buffalo, the State University of New York",../UnitedStates,9-15,,45.7,79.9,51.9,NA,NA,Transportation Science & Technology,2020
66,51-75,"University of California, Davis",../UnitedStates,9-15,,48.6,68.8,67.3,NA,NA,Transportation Science & Technology,2020
67,51-75,University of Florida,../UnitedStates,9-15,,49.2,64.3,73.1,NA,NA,Transportation Science & Technology,2020
68,51-75,University of Manitoba,../Canada,5-8,,35.5,92.3,75.2,NA,NA,Transportation Science & Technology,2020
69,51-75,"University of Minnesota, Twin Cities",../UnitedStates,9-15,,52.2,71.8,64.3,NA,NA,Transportation Science & Technology,2020
70,51-75,Paris-Saclay University,../France,1,,41.6,82.8,87.0,NA,NA,Transportation Science & Technology,2020
71,51-75,University of South Florida,../UnitedStates,9-15,,40.8,84.1,64.1,NA,NA,Transportation Science & Technology,2020
72,51-75,University of Technology Sydney,../Australia,4-6,,42.7,83.4,92.3,NA,NA,Transportation Science & Technology,2020
73,51-75,University of Toronto,../Canada,5-8,,54.1,66.0,60.2,NA,NA,Transportation Science & Technology,2020
74,51-75,Xiamen University,../China,22-26,,37.4,98.7,84.4,NA,NA,Transportation Science & Technology,2020
75,76-100,Aalto University,../Finland,1,,41.2,74.9,83.4,NA,NA,Transportation Science & Technology,2020
76,76-100,Dalian Maritime University,../China,27-33,,42.0,75.6,62.2,NA,NA,Transportation Science & Technology,2020
77,76-100,Erasmus University Rotterdam,../Netherlands,3-5,,42.7,68.6,68.8,NA,NA,Transportation Science & Technology,2020
78,76-100,King Abdulaziz University,../SaudiArabia,1,,34.1,84.1,100.0,NA,NA,Transportation Science & Technology,2020
79,76-100,National Taiwan University,../China-Taiwan,1,,49.2,64.7,58.4,NA,NA,Transportation Science & Technology,2020
80,76-100,National University of Defense Technology,../China,27-33,,40.3,78.7,71.2,NA,NA,Transportation Science & Technology,2020
81,76-100,New Jersey Institute of Technology,../UnitedStates,16-23,,37.4,79.8,87.2,NA,NA,Transportation Science & Technology,2020
82,76-100,Northwestern University,../UnitedStates,16-23,,43.9,70.1,54.1,NA,NA,Transportation Science & Technology,2020
83,76-100,Pennsylvania State University - University Park,../UnitedStates,16-23,,42.0,72.7,62.7,NA,NA,Transportation Science & Technology,2020
84,76-100,Polytechnic University of Catalonia,../Spain,1,,42.7,70.9,71.6,NA,NA,Transportation Science & Technology,2020
85,76-100,Shanghai Maritime University,../China,27-33,,42.7,73.4,82.8,NA,NA,Transportation Science & Technology,2020
86,76-100,South China University of Technology,../China,27-33,,36.0,81.7,65.2,NA,NA,Transportation Science & Technology,2020
87,76-100,The Ohio State University - Columbus,../UnitedStates,16-23,,44.6,67.8,63.9,NA,NA,Transportation Science & Technology,2020
88,76-100,The University of Queensland,../Australia,7,,42.4,67.0,75.0,NA,NA,Transportation Science & Technology,2020
89,76-100,Tianjin University,../China,27-33,,39.5,81.8,55.8,NA,NA,Transportation Science & Technology,2020
90,76-100,University of Houston,../UnitedStates,16-23,,36.5,82.3,96.6,NA,NA,Transportation Science & Technology,2020
91,76-100,University of Oxford,../UnitedKingdom,6-7,,39.5,77.5,73.9,NA,NA,Transportation Science & Technology,2020
92,76-100,University of Southern California,../UnitedStates,16-23,,40.3,81.0,65.7,NA,NA,Transportation Science & Technology,2020
93,76-100,University of Surrey,../UnitedKingdom,6-7,,39.1,73.8,81.8,NA,NA,Transportation Science & Technology,2020
94,76-100,University of Washington,../UnitedStates,16-23,,41.2,73.7,77.2,NA,NA,Transportation Science & Technology,2020
95,76-100,Utrecht University,../Netherlands,3-5,,32.6,92.7,78.8,NA,NA,Transportation Science & Technology,2020
96,76-100,Virginia Polytechnic Institute and State University,../UnitedStates,16-23,,48.2,60.2,52.1,NA,NA,Transportation Science & Technology,2020
97,76-100,Vrije Universiteit Amsterdam,../Netherlands,3-5,,43.1,68.6,79.3,NA,NA,Transportation Science & Technology,2020
98,76-100,Wuhan University,../China,27-33,,37.4,80.9,79.2,NA,NA,Transportation Science & Technology,2020
99,76-100,Xi'an Jiaotong University,../China,27-33,,41.6,78.3,53.3,NA,NA,Transportation Science & Technology,2020
100,101-150,Beijing University of Technology,../China,34-37,,35.1,66.8,75.3,NA,NA,Transportation Science & Technology,2020
101,101-150,Chung-Ang University,../SouthKorea,2-4,,36.5,70.7,80.6,NA,NA,Transportation Science & Technology,2020
102,101-150,Clemson University,../UnitedStates,24-36,,36.9,71.0,44.1,NA,NA,Transportation Science & Technology,2020
103,101-150,Concordia University,../Canada,9-11,,41.2,60.0,79.8,NA,NA,Transportation Science & Technology,2020
104,101-150,Cornell University,../UnitedStates,24-36,,34.6,71.0,55.6,NA,NA,Transportation Science & Technology,2020
105,101-150,Cranfield University,../UnitedKingdom,8-10,,34.1,77.7,89.7,NA,NA,Transportation Science & Technology,2020
106,101-150,Ghent University,../Belgium,1-2,,36.0,78.2,76.8,NA,NA,Transportation Science & Technology,2020
107,101-150,Hefei University of Technology,../China,34-37,,31.0,78.8,64.4,NA,NA,Transportation Science & Technology,2020
108,101-150,Karlsruhe Institute of Technology (KIT),../Germany,1-3,,29.4,76.9,58.8,NA,NA,Transportation Science & Technology,2020
109,101-150,King Abdullah University of Science and Technology,../SaudiArabia,2,,32.6,74.4,97.5,NA,NA,Transportation Science & Technology,2020
110,101-150,Korea University,../SouthKorea,2-4,,34.6,72.8,62.1,NA,NA,Transportation Science & Technology,2020
111,101-150,KU Leuven,../Belgium,1-2,,36.9,65.5,78.8,NA,NA,Transportation Science & Technology,2020
112,101-150,Nanjing University of Aeronautics and Astronautics,../China,34-37,,39.9,63.1,73.5,NA,NA,Transportation Science & Technology,2020
113,101-150,National Cheng Kung University,../China-Taiwan,2-3,,43.9,64.6,65.7,NA,NA,Transportation Science & Technology,2020
114,101-150,National Chiao Tung University,../China-Taiwan,2-3,,40.8,54.9,54.5,NA,NA,Transportation Science & Technology,2020
115,101-150,National Technical University of Athens,../Greece,1,,36.9,65.0,62.1,NA,NA,Transportation Science & Technology,2020
116,101-150,Newcastle University,../UnitedKingdom,8-10,,34.1,66.4,75.7,NA,NA,Transportation Science & Technology,2020
